30	10
0	72	2	54	3	16	7	21	9	94	6	138	8	7	5	98	1	66	4	43	
3	32	0	97	6	30	2	59	8	117	9	107	1	13	4	58	7	17	5	5	
4	43	3	88	8	64	9	68	1	76	6	11	5	81	2	87	7	69	0	62	
1	59	5	35	0	43	6	10	2	49	9	20	3	42	4	30	8	123	7	43	
0	28	4	42	3	24	5	56	1	26	9	23	6	116	8	97	7	49	2	100	
7	95	0	33	1	5	6	23	5	42	3	61	4	44	2	72	8	62	9	35	
7	78	5	70	1	27	8	5	2	59	4	3	3	45	0	4	9	89	6	78	
2	98	4	6	7	20	8	67	6	27	3	26	9	14	5	46	1	23	0	46	
7	47	9	39	2	26	8	51	6	37	3	29	5	85	4	75	0	115	1	22	
9	93	6	88	5	5	1	40	2	8	8	42	0	76	4	84	3	67	7	69	
8	7	0	115	9	3	3	98	6	139	5	45	4	23	2	39	7	44	1	119	
4	52	3	24	0	41	8	50	2	43	1	40	7	113	6	37	5	40	9	35	
9	57	1	13	6	56	7	92	0	54	8	8	4	18	2	115	5	62	3	21	
0	20	6	29	1	86	3	46	8	46	5	31	4	31	9	26	7	131	2	88	
2	13	0	43	5	112	6	4	3	45	7	26	1	17	9	24	4	78	8	39	
1	96	5	46	6	84	0	49	8	84	4	18	9	58	2	84	7	71	3	46	
4	43	7	65	1	12	8	7	0	57	6	54	9	42	5	59	3	11	2	45	
1	29	0	39	7	43	8	44	4	73	5	45	9	66	2	22	3	87	6	73	
0	84	6	54	1	98	5	92	9	56	8	15	3	60	4	30	2	19	7	118	
1	10	0	50	6	87	5	5	4	49	7	92	8	24	2	60	9	78	3	66	
7	64	9	25	6	41	3	13	8	64	2	71	4	5	1	61	0	22	5	36	
2	33	5	59	4	103	0	56	6	83	9	95	8	19	7	8	3	46	1	97	
4	58	3	71	6	66	2	97	9	11	0	19	7	19	8	113	5	54	1	58	
8	32	1	79	3	125	5	39	9	43	4	78	6	107	0	70	2	85	7	76	
5	18	3	5	2	19	0	62	1	55	9	28	6	107	8	24	7	13	4	44	
7	47	2	71	0	23	9	10	5	39	6	97	1	89	4	42	3	19	8	52	
5	84	0	18	9	42	2	60	1	30	6	112	7	25	8	65	3	76	4	36	
6	67	5	13	8	14	1	116	3	26	0	17	7	57	2	54	9	56	4	38	
0	50	9	24	3	80	5	7	1	92	7	39	4	117	2	100	6	65	8	52	
3	41	9	138	2	15	0	44	6	97	8	22	4	49	5	61	1	60	7	94	
