20	10
6	11	3	7	1	27	8	20	7	63	4	3	9	87	0	104	5	118	2	34	
8	18	4	84	3	119	5	40	9	84	1	38	6	92	0	129	2	34	7	101	
3	47	2	29	7	43	5	125	4	119	0	151	8	53	9	6	6	82	1	6	
4	5	5	4	2	23	8	16	1	15	0	109	6	12	7	12	3	17	9	95	
9	14	6	22	5	13	4	15	3	41	7	8	8	103	1	22	2	21	0	78	
1	83	8	34	2	48	6	27	9	76	0	120	3	44	7	104	5	41	4	54	
5	126	6	75	3	107	9	87	2	91	0	41	7	98	8	77	4	113	1	21	
2	80	3	9	9	14	4	23	7	27	5	84	8	94	0	69	6	80	1	84	
3	66	4	126	6	22	0	81	1	84	2	10	9	52	5	117	7	92	8	76	
0	25	2	137	4	17	7	45	3	5	5	89	6	70	8	18	9	8	1	20	
5	44	6	9	4	63	3	30	2	6	8	6	9	29	1	12	7	10	0	118	
0	66	1	53	2	47	7	38	4	161	9	34	8	13	3	4	6	15	5	13	
2	36	9	36	0	63	5	164	4	22	6	42	1	164	8	52	3	25	7	45	
0	64	3	23	5	8	6	23	7	16	8	39	2	8	4	13	9	44	1	121	
1	29	5	38	8	111	2	19	6	28	3	17	4	33	9	117	7	24	0	159	
1	37	5	41	4	62	7	92	2	48	8	72	9	38	3	52	6	21	0	27	
0	20	2	55	4	7	6	79	8	28	5	57	7	27	1	122	9	82	3	40	
5	105	2	66	1	32	4	45	0	114	3	122	7	35	6	37	9	80	8	11	
2	125	8	35	4	102	6	40	5	12	9	44	1	126	3	59	7	67	0	44	
3	95	7	135	5	129	0	80	2	4	9	71	1	93	4	31	8	58	6	38	
