30	10
0	105	2	87	3	37	7	8	9	61	6	85	8	9	5	67	1	45	4	21	
3	51	0	30	6	53	2	141	8	141	9	37	1	11	4	68	7	25	5	3	
4	39	3	66	8	37	9	85	1	38	6	18	5	50	2	88	7	76	0	48	
1	48	5	19	0	40	6	14	2	50	9	7	3	8	4	30	8	93	7	64	
0	57	4	32	3	73	5	22	1	11	9	7	6	107	8	156	7	17	2	105	
7	118	0	44	1	8	6	6	5	34	3	82	4	21	2	44	8	76	9	59	
7	69	5	38	1	48	8	8	2	56	4	3	3	48	0	7	9	117	6	57	
2	43	4	5	7	28	8	30	6	39	3	41	9	11	5	71	1	7	0	30	
7	75	9	72	2	13	8	31	6	59	3	31	5	133	4	27	0	89	1	33	
9	52	6	78	5	9	1	17	2	13	8	61	0	99	4	37	3	83	7	136	
8	14	0	69	9	4	3	42	6	137	5	66	4	17	2	30	7	24	1	86	
4	114	3	26	0	43	8	96	2	50	1	95	7	62	6	69	5	86	9	45	
9	63	1	6	6	120	7	157	0	109	8	9	4	26	2	84	5	151	3	18	
0	7	6	45	1	95	3	59	8	64	5	36	4	56	9	36	7	115	2	60	
2	11	0	53	5	75	6	8	3	69	7	20	1	18	9	47	4	15	8	22	
1	35	5	13	6	94	0	41	8	85	4	37	9	43	2	72	7	59	3	29	
4	85	7	60	1	10	8	11	0	140	6	65	9	15	5	66	3	17	2	45	
1	25	0	57	7	27	8	14	4	22	5	23	9	56	2	16	3	136	6	35	
0	110	6	76	1	123	5	43	9	113	8	12	3	44	4	77	2	28	7	123	
1	14	0	12	6	94	5	6	4	97	7	105	8	6	2	58	9	59	3	85	
7	101	9	32	6	49	3	24	8	24	2	112	4	3	1	103	0	28	5	52	
2	26	5	74	4	82	0	93	6	28	9	29	8	17	7	9	3	49	1	138	
4	47	3	71	6	41	2	141	9	8	0	25	7	21	8	130	5	34	1	59	
8	15	1	72	3	86	5	30	9	53	4	122	6	124	0	37	2	82	7	62	
5	20	3	2	2	28	0	30	1	45	9	18	6	85	8	11	7	3	4	65	
7	25	2	58	0	27	9	11	5	45	6	108	1	127	4	30	3	30	8	62	
5	144	0	26	9	46	2	45	1	24	6	132	7	25	8	50	3	26	4	17	
6	88	5	7	8	28	1	105	3	51	0	21	7	26	2	55	9	44	4	27	
0	65	9	47	3	70	5	2	1	44	7	66	4	62	2	130	6	73	8	15	
3	40	9	154	2	11	0	27	6	57	8	25	4	61	5	87	1	32	7	54	
