30	20
2	96	8	26	6	33	0	19	4	43	15	12	16	16	13	66	5	84	12	56	10	83	7	66	14	70	19	24	1	85	3	45	18	121	17	61	9	21	11	77	
0	70	10	46	13	90	3	61	2	24	7	63	1	79	16	34	9	47	17	50	18	93	15	10	11	66	8	52	19	49	5	4	4	94	12	38	14	93	6	52	
0	48	19	60	11	13	9	25	15	21	3	99	13	72	18	32	1	31	5	54	7	74	6	72	10	64	4	29	14	34	8	50	12	21	2	36	16	1	17	17	
7	50	19	81	10	37	11	35	9	86	14	42	6	31	12	62	16	82	13	66	5	39	15	48	4	98	3	99	17	55	8	91	1	31	18	51	2	23	0	41	
0	90	6	23	11	30	1	68	3	25	16	113	19	66	12	48	10	70	7	18	5	72	2	23	15	3	4	4	18	8	14	37	9	74	8	28	13	25	17	53	
17	32	8	76	19	29	16	60	0	60	12	21	13	2	14	65	3	22	2	36	1	72	10	61	7	57	9	123	15	99	4	25	6	68	11	58	18	67	5	72	
18	90	1	9	9	28	11	38	17	33	0	19	2	4	6	36	16	84	10	71	4	60	14	23	19	63	12	70	15	72	7	2	3	59	5	24	8	60	13	99	
14	96	9	98	11	79	8	90	2	55	16	80	4	10	1	2	19	67	6	96	0	78	7	11	15	42	18	54	12	76	17	16	13	75	3	56	5	109	10	16	
3	31	14	108	9	77	0	51	11	114	10	95	4	59	12	46	5	6	16	85	2	42	1	14	13	4	7	40	17	40	19	48	6	90	18	82	8	4	15	87	
13	3	7	63	9	33	0	93	3	62	8	17	11	65	4	17	5	10	14	44	15	49	6	2	2	54	17	25	1	42	10	57	19	30	18	11	16	76	12	12	
4	40	17	54	2	61	8	29	11	29	19	98	18	17	13	4	12	10	3	71	1	26	10	2	5	51	15	118	14	30	9	58	16	76	6	81	7	63	0	76	
6	98	0	6	12	66	18	53	1	80	14	135	19	52	16	101	10	81	8	51	17	77	11	74	2	12	13	23	7	25	4	98	5	26	15	68	3	22	9	26	
2	124	7	35	13	76	0	7	19	36	4	10	9	41	11	41	16	18	3	49	5	26	6	13	14	39	18	26	12	32	15	95	10	92	1	71	17	40	8	78	
14	31	3	64	6	21	7	72	8	78	12	51	15	4	5	60	16	26	4	11	0	41	17	72	1	32	18	74	2	18	19	37	10	28	11	47	9	98	13	35	
18	10	11	50	2	99	3	39	5	84	4	92	15	12	13	72	19	84	6	90	1	35	14	40	0	63	12	29	8	89	9	16	16	3	7	38	10	16	17	84	
10	41	13	36	16	71	8	65	17	86	11	30	7	57	5	71	14	24	15	10	6	78	3	88	0	16	19	25	18	6	2	75	4	68	12	67	1	92	9	56	
2	46	10	79	19	36	7	11	18	3	4	57	6	79	5	53	0	11	11	45	13	43	1	87	9	25	12	62	8	32	16	12	14	22	3	93	15	90	17	90	
1	53	13	37	11	9	2	92	3	18	18	32	17	6	9	96	16	51	6	99	12	49	15	64	0	84	4	1	7	11	14	39	8	3	5	119	10	19	19	21	
18	53	10	40	12	14	16	69	1	45	11	98	8	66	19	19	9	40	17	2	5	47	2	86	13	46	14	71	7	93	6	70	15	93	0	26	3	9	4	127	
7	13	8	85	14	32	11	30	10	70	13	61	6	42	16	49	19	92	2	87	18	36	3	36	5	66	4	46	1	27	12	17	15	41	0	88	9	91	17	94	
11	19	6	51	17	8	8	134	4	72	12	99	1	18	0	39	19	30	9	61	16	19	18	74	2	2	3	77	10	66	15	28	14	23	7	14	5	104	13	79	
16	96	19	67	4	34	5	10	3	68	18	94	15	62	8	83	13	31	0	87	10	29	14	95	11	30	1	49	12	43	2	123	9	1	6	60	17	80	7	59	
3	42	4	17	2	55	9	97	7	65	16	63	0	74	5	64	13	67	11	48	8	63	14	81	18	8	10	7	17	22	6	41	12	53	15	22	1	93	19	89	
7	14	2	2	14	8	5	22	6	93	9	59	10	15	15	9	3	10	16	81	18	85	12	51	11	74	17	64	0	93	8	27	4	30	13	6	19	86	1	32	
17	10	11	37	18	56	7	23	12	37	4	93	10	90	3	99	8	80	13	47	2	19	9	15	15	41	19	26	6	54	1	52	16	75	14	65	5	4	0	57	
1	46	4	79	10	14	7	13	0	35	9	63	14	71	5	55	2	40	18	13	6	50	3	97	19	41	16	95	11	58	12	57	15	63	17	42	13	57	8	31	
10	116	14	2	12	34	6	19	18	86	2	90	13	84	8	40	9	52	19	54	11	79	15	41	17	27	7	28	0	4	5	72	16	54	3	46	1	57	4	66	
14	98	13	44	1	37	5	19	17	74	2	30	4	4	18	88	3	27	12	85	19	81	0	29	10	72	9	79	11	54	8	37	7	68	15	15	16	16	6	2	
5	40	11	35	16	25	12	17	15	53	10	97	0	26	2	24	14	36	4	17	8	65	1	97	18	5	9	10	17	71	7	18	19	26	6	6	3	47	13	57	
19	22	14	44	4	89	8	41	0	70	1	35	15	95	9	76	3	57	12	52	6	18	13	94	17	60	7	34	11	68	16	22	5	96	2	80	18	81	10	90	
