30	20
2	96	8	26	6	30	0	19	4	43	15	17	16	26	13	54	5	79	12	54	10	76	7	66	14	74	19	25	1	90	3	46	18	88	17	88	9	41	11	74	
0	69	10	49	13	90	3	61	2	24	7	63	1	95	16	42	9	47	17	52	18	62	15	10	11	74	8	52	19	39	5	4	4	94	12	38	14	93	6	96	
0	48	19	60	11	18	9	25	15	21	3	117	13	56	18	32	1	31	5	36	7	74	6	72	10	81	4	29	14	39	8	50	12	17	2	36	16	1	17	30	
7	50	19	84	10	74	11	35	9	86	14	42	6	31	12	76	16	82	13	65	5	39	15	51	4	98	3	99	17	48	8	77	1	30	18	51	2	44	0	41	
0	90	6	32	11	35	1	68	3	25	16	94	19	66	12	48	10	47	7	16	5	90	2	17	15	5	4	3	18	10	14	37	9	62	8	28	13	25	17	86	
17	32	8	76	19	31	16	60	0	60	12	21	13	2	14	65	3	22	2	36	1	80	10	67	7	55	9	84	15	99	4	25	6	68	11	80	18	67	5	50	
18	77	1	9	9	28	11	38	17	33	0	19	2	4	6	50	16	84	10	71	4	53	14	23	19	63	12	77	15	72	7	2	3	63	5	24	8	60	13	101	
14	96	9	78	11	79	8	90	2	76	16	80	4	8	1	2	19	76	6	96	0	69	7	13	15	42	18	54	12	76	17	32	13	75	3	52	5	98	10	16	
3	31	14	80	9	77	0	56	11	74	10	95	4	59	12	46	5	4	16	85	2	42	1	14	13	4	7	40	17	40	19	59	6	90	18	82	8	4	15	87	
13	3	7	53	9	33	0	93	3	62	8	17	11	55	4	18	5	10	14	44	15	50	6	2	2	58	17	25	1	42	10	57	19	23	18	16	16	76	12	12	
4	68	17	59	2	75	8	29	11	29	19	87	18	15	13	4	12	9	3	71	1	26	10	3	5	51	15	97	14	30	9	58	16	76	6	81	7	63	0	60	
6	98	0	6	12	66	18	53	1	50	14	93	19	52	16	85	10	81	8	40	17	85	11	68	2	12	13	23	7	43	4	98	5	26	15	51	3	22	9	32	
2	69	7	35	13	76	0	7	19	67	4	10	9	39	11	41	16	18	3	41	5	34	6	13	14	30	18	22	12	32	15	95	10	90	1	87	17	76	8	69	
14	33	3	64	6	21	7	72	8	78	12	88	15	4	5	74	16	25	4	11	0	41	17	93	1	32	18	74	2	18	19	31	10	28	11	41	9	98	13	65	
18	10	11	37	2	120	3	26	5	84	4	92	15	12	13	72	19	84	6	91	1	35	14	44	0	55	12	28	8	74	9	17	16	4	7	43	10	22	17	94	
10	41	13	41	16	71	8	65	17	65	11	30	7	57	5	71	14	24	15	10	6	78	3	74	0	16	19	25	18	6	2	88	4	68	12	67	1	69	9	56	
2	46	10	98	19	36	7	13	18	3	4	57	6	94	5	53	0	11	11	45	13	47	1	87	9	25	12	74	8	32	16	13	14	22	3	93	15	90	17	90	
1	64	13	70	11	10	2	92	3	15	18	32	17	6	9	96	16	62	6	87	12	49	15	75	0	88	4	1	7	10	14	39	8	3	5	89	10	12	19	21	
18	45	10	46	12	17	16	73	1	45	11	98	8	90	19	19	9	40	17	2	5	47	2	70	13	44	14	54	7	93	6	70	15	93	0	36	3	9	4	85	
7	13	8	72	14	32	11	33	10	70	13	57	6	42	16	41	19	92	2	81	18	36	3	58	5	55	4	70	1	21	12	22	15	41	0	88	9	91	17	94	
11	19	6	51	17	9	8	94	4	73	12	99	1	18	0	39	19	30	9	61	16	19	18	81	2	2	3	87	10	52	15	28	14	23	7	14	5	92	13	102	
16	96	19	84	4	34	5	10	3	68	18	72	15	62	8	83	13	26	0	88	10	29	14	95	11	35	1	49	12	43	2	85	9	1	6	60	17	80	7	48	
3	42	4	14	2	54	9	97	7	65	16	51	0	74	5	71	13	67	11	48	8	63	14	81	18	8	10	7	17	25	6	43	12	53	15	23	1	93	19	89	
7	14	2	2	14	8	5	22	6	93	9	59	10	15	15	9	3	12	16	81	18	85	12	62	11	70	17	64	0	93	8	26	4	30	13	6	19	86	1	31	
17	10	11	47	18	49	7	24	12	44	4	93	10	95	3	81	8	95	13	52	2	40	9	15	15	41	19	26	6	48	1	52	16	75	14	65	5	4	0	57	
1	46	4	78	10	10	7	13	0	32	9	57	14	71	5	66	2	40	18	13	6	45	3	96	19	40	16	95	11	58	12	57	15	63	17	42	13	65	8	31	
10	88	14	2	12	34	6	19	18	94	2	90	13	84	8	40	9	55	19	66	11	76	15	62	17	23	7	28	0	5	5	84	16	54	3	53	1	57	4	66	
14	98	13	39	1	32	5	20	17	74	2	30	4	4	18	88	3	19	12	85	19	88	0	23	10	72	9	79	11	54	8	30	7	95	15	11	16	11	6	2	
5	48	11	34	16	25	12	21	15	53	10	97	0	26	2	23	14	36	4	17	8	71	1	97	18	5	9	12	17	71	7	32	19	26	6	6	3	47	13	51	
19	17	14	87	4	110	8	41	0	53	1	35	15	95	9	62	3	57	12	52	6	18	13	84	17	60	7	34	11	87	16	21	5	109	2	59	18	70	10	90	
