10	10
4	109	8	68	6	122	5	117	1	50	2	80	9	95	7	133	0	84	3	118	
5	37	3	75	6	47	4	99	2	60	8	74	0	127	1	116	7	121	9	45	
9	105	8	53	0	65	1	81	6	69	5	118	7	76	4	52	2	49	3	98	
7	86	2	101	1	40	4	63	3	29	6	80	5	34	0	92	9	94	8	69	
3	103	4	103	9	112	8	126	0	76	2	50	6	61	5	70	7	64	1	45	
1	144	4	81	5	83	6	69	8	116	2	86	7	35	9	91	3	115	0	124	
7	28	1	112	4	52	3	122	0	87	8	54	2	36	5	133	6	33	9	77	
4	56	6	102	3	122	2	45	1	70	5	71	7	95	0	66	8	60	9	83	
0	73	6	88	3	60	7	51	1	47	2	120	4	76	5	64	8	125	9	144	
3	60	0	32	1	95	8	42	7	70	9	142	6	63	4	100	5	79	2	128	
