10	10
4	87	8	76	6	86	5	99	1	57	2	89	9	75	7	99	0	79	3	97	
5	78	3	50	6	70	4	86	2	86	8	51	0	91	1	88	7	85	9	63	
9	83	8	47	0	79	1	79	6	68	5	93	7	82	4	85	2	67	3	87	
7	108	2	59	1	63	4	99	3	43	6	67	5	69	0	90	9	53	8	67	
3	79	4	88	9	62	8	107	0	111	2	67	6	113	5	64	7	67	1	70	
1	99	4	101	5	53	6	60	8	87	2	85	7	61	9	53	3	95	0	79	
7	50	1	83	4	88	3	105	0	89	8	97	2	69	5	90	6	63	9	68	
4	96	6	73	3	74	2	43	1	88	5	111	7	83	0	57	8	77	9	79	
0	88	6	71	3	81	7	99	1	66	2	69	4	90	5	53	8	111	9	97	
3	39	0	59	1	82	8	50	7	49	9	96	6	59	4	76	5	47	2	93	
