20	10
6	30	3	20	1	24	8	7	7	85	4	11	9	78	0	54	5	66	2	19	
8	53	4	51	3	128	5	83	9	44	1	32	6	53	0	103	2	48	7	79	
3	73	2	84	7	54	5	69	4	53	0	112	8	30	9	25	6	94	1	5	
4	29	5	5	2	16	8	28	1	18	0	64	6	27	7	20	3	24	9	49	
9	35	6	64	5	11	4	8	3	66	7	4	8	76	1	30	2	13	0	53	
1	115	8	55	2	55	6	30	9	61	0	81	3	42	7	117	5	66	4	46	
5	100	6	102	3	77	9	100	2	55	0	33	7	38	8	109	4	95	1	51	
2	37	3	14	9	39	4	50	7	11	5	49	8	54	0	29	6	91	1	77	
3	52	4	99	6	40	0	56	1	41	2	11	9	38	5	69	7	72	8	50	
0	64	2	82	4	10	7	47	3	4	5	41	6	50	8	11	9	8	1	86	
5	66	6	8	4	53	3	47	2	3	8	18	9	45	1	34	7	12	0	81	
0	79	1	28	2	34	7	27	4	75	9	23	8	8	3	5	6	60	5	33	
2	116	9	48	0	41	5	116	4	29	6	100	1	121	8	80	3	25	7	82	
0	64	3	33	5	10	6	38	7	7	8	26	2	6	4	21	9	27	1	121	
1	57	5	59	8	96	2	28	6	19	3	94	4	89	9	94	7	22	0	114	
1	29	5	25	4	75	7	95	2	18	8	103	9	28	3	64	6	55	0	81	
0	12	2	133	4	14	6	135	8	69	5	47	7	36	1	42	9	67	3	73	
5	59	2	125	1	48	4	45	0	99	3	86	7	86	6	52	9	82	8	35	
2	129	8	71	4	85	6	39	5	8	9	59	1	47	3	49	7	70	0	26	
3	105	7	91	5	89	0	88	2	5	9	128	1	45	4	27	8	66	6	56	
