20	20
10	47	2	46	9	7	3	13	7	52	4	29	18	83	12	44	6	57	14	6	15	74	0	93	5	73	17	29	8	7	13	84	19	56	11	34	16	45	1	4	
0	97	14	16	2	18	11	73	8	33	6	94	7	29	15	51	12	13	18	31	1	33	16	61	13	96	19	7	10	42	5	15	4	64	3	37	17	3	9	70	
8	87	7	89	1	28	12	81	4	47	18	76	14	67	2	78	15	14	10	92	11	77	16	26	0	89	17	44	9	114	5	67	13	48	19	40	6	37	3	2	
10	124	15	48	0	10	6	46	18	5	16	55	9	20	2	50	19	69	5	16	11	10	13	54	8	24	7	4	4	66	17	38	12	12	1	53	3	30	14	29	
10	33	18	92	16	22	4	81	5	42	9	66	8	14	3	95	12	36	14	129	17	55	1	85	0	58	11	74	2	76	19	68	15	74	13	17	7	85	6	69	
3	122	12	16	9	40	11	117	19	58	14	89	2	25	1	74	10	58	13	91	5	22	8	36	7	44	17	80	16	37	18	1	0	54	15	68	4	26	6	31	
2	4	7	83	6	26	19	54	5	16	9	124	11	16	16	67	10	60	8	54	1	145	18	3	4	84	0	11	13	35	3	23	15	67	14	73	12	22	17	31	
12	13	7	99	18	46	19	40	5	54	10	27	8	71	14	96	11	9	17	24	0	72	9	86	15	6	6	13	1	69	4	9	3	71	2	32	16	83	13	14	
8	30	12	22	7	82	4	41	5	53	10	62	3	63	9	35	0	26	2	75	13	55	11	53	1	36	19	23	14	28	16	3	17	83	15	88	18	15	6	48	
17	86	14	63	5	27	10	64	13	90	11	75	9	53	4	35	2	77	7	42	0	48	3	92	6	107	8	49	18	34	1	33	15	2	16	39	19	9	12	33	
2	13	17	86	9	44	14	68	1	56	7	38	15	23	3	15	4	88	6	15	5	41	0	121	18	75	11	77	10	49	12	52	16	78	8	25	19	120	13	55	
19	53	10	29	9	24	4	70	1	89	7	13	18	72	2	8	15	10	11	8	3	83	8	43	13	105	16	62	6	70	12	47	17	48	5	46	14	114	0	9	
0	72	16	82	1	78	12	12	17	98	13	98	8	55	19	79	4	86	3	11	7	53	9	67	18	132	15	22	10	53	6	21	2	15	11	17	5	43	14	54	
7	72	12	77	13	42	8	51	17	31	9	65	16	18	10	3	6	31	3	15	14	29	4	29	11	34	19	10	5	33	1	77	18	53	15	98	0	69	2	33	
5	87	10	26	1	15	4	2	2	50	6	67	14	81	7	66	11	34	18	45	9	82	13	33	15	89	3	77	0	38	19	46	17	26	16	40	12	86	8	84	
4	35	13	9	18	46	3	40	19	77	10	126	14	8	2	11	12	89	1	46	7	69	11	56	5	58	8	137	15	56	6	88	9	61	0	24	16	75	17	66	
8	51	15	8	16	57	19	38	5	43	6	94	12	3	2	53	10	60	14	105	0	70	3	66	9	83	13	82	1	76	4	86	11	22	17	94	18	49	7	57	
5	6	19	34	11	71	12	9	6	34	3	47	4	53	8	72	1	40	17	16	18	36	2	35	13	41	14	37	15	80	16	84	10	86	7	63	0	24	9	2	
7	42	1	17	10	49	18	87	14	108	16	15	5	33	13	33	4	14	19	115	2	47	6	92	0	81	12	36	11	27	15	6	3	12	17	64	8	10	9	74	
0	83	9	32	16	25	4	97	2	99	7	80	15	98	13	101	1	51	6	31	19	88	3	24	10	34	8	44	11	29	5	51	18	23	12	15	17	50	14	31	
