10	10
4	43	8	75	6	77	5	84	1	91	2	147	9	79	7	27	0	145	3	37	
5	117	3	71	6	113	4	31	2	98	8	99	0	92	1	80	7	162	9	86	
9	74	8	54	0	119	1	57	6	47	5	73	7	100	4	149	2	29	3	44	
7	69	2	68	1	106	4	77	3	22	6	78	5	75	0	37	9	78	8	83	
3	64	4	37	9	101	8	70	0	66	2	66	6	106	5	107	7	59	1	53	
1	156	4	107	5	82	6	107	8	69	2	107	7	56	9	77	3	101	0	32	
7	31	1	89	4	113	3	141	0	100	8	30	2	47	5	125	6	90	9	54	
4	120	6	109	3	113	2	70	1	75	5	68	7	102	0	72	8	127	9	41	
0	128	6	32	3	63	7	125	1	74	2	114	4	98	5	47	8	116	9	107	
3	61	0	62	1	43	8	82	7	68	9	99	6	54	4	70	5	24	2	75	
