20	10
6	32	3	16	1	33	8	12	7	70	4	10	9	75	0	54	5	88	2	20	
8	39	4	81	3	91	5	97	9	111	1	45	6	27	0	86	2	36	7	57	
3	84	2	57	7	72	5	73	4	99	0	88	8	38	9	17	6	108	1	4	
4	34	5	2	2	15	8	19	1	30	0	94	6	76	7	7	3	18	9	88	
9	24	6	49	5	16	4	11	3	60	7	5	8	63	1	42	2	15	0	45	
1	80	8	50	2	77	6	54	9	48	0	93	3	32	7	92	5	45	4	107	
5	86	6	90	3	78	9	145	2	57	0	32	7	95	8	86	4	71	1	39	
2	74	3	18	9	31	4	45	7	32	5	83	8	73	0	19	6	94	1	65	
3	47	4	50	6	76	0	67	1	72	2	11	9	16	5	73	7	57	8	112	
0	92	2	89	4	14	7	52	3	6	5	54	6	68	8	33	9	7	1	62	
5	63	6	3	4	125	3	37	2	6	8	13	9	79	1	24	7	10	0	125	
0	58	1	15	2	78	7	60	4	70	9	20	8	6	3	1	6	62	5	7	
2	95	9	51	0	61	5	94	4	37	6	154	1	98	8	77	3	24	7	67	
0	81	3	36	5	10	6	30	7	12	8	29	2	7	4	19	9	35	1	119	
1	68	5	42	8	114	2	31	6	29	3	63	4	65	9	56	7	27	0	93	
1	28	5	64	4	49	7	70	2	26	8	78	9	61	3	137	6	78	0	40	
0	13	2	111	4	37	6	143	8	98	5	35	7	7	1	119	9	94	3	59	
5	67	2	31	1	38	4	150	0	97	3	94	7	86	6	48	9	82	8	78	
2	92	8	51	4	43	6	23	5	8	9	75	1	75	3	88	7	88	0	33	
3	98	7	132	5	78	0	44	2	2	9	89	1	99	4	51	8	111	6	105	
