30	20
2	97	8	25	6	36	0	21	4	44	15	15	16	25	13	68	5	88	12	61	10	88	7	64	14	76	19	27	1	79	3	47	18	92	17	98	9	41	11	78	
0	75	10	45	13	92	3	63	2	22	7	64	1	97	16	42	9	48	17	53	18	64	15	14	11	66	8	55	19	49	5	11	4	96	12	39	14	96	6	86	
0	44	19	65	11	15	9	24	15	19	3	99	13	68	18	29	1	31	5	37	7	72	6	74	10	89	4	30	14	33	8	52	12	19	2	34	16	2	17	30	
7	50	19	85	10	72	11	36	9	84	14	44	6	36	12	62	16	85	13	63	5	39	15	47	4	96	3	102	17	51	8	74	1	31	18	49	2	44	0	37	
0	88	6	28	11	30	1	74	3	24	16	92	19	63	12	47	10	48	7	14	5	88	2	25	15	1	4	2	18	14	14	36	9	75	8	28	13	22	17	87	
17	36	8	75	19	29	16	60	0	62	12	17	13	0	14	65	3	20	2	34	1	83	10	59	7	52	9	83	15	100	4	19	6	63	11	82	18	70	5	53	
18	88	1	13	9	30	11	39	17	32	0	18	2	5	6	48	16	83	10	68	4	58	14	23	19	67	12	79	15	71	7	2	3	63	5	23	8	63	13	99	
14	96	9	76	11	84	8	88	2	67	16	78	4	8	1	1	19	66	6	98	0	71	7	15	15	45	18	52	12	72	17	36	13	75	3	57	5	93	10	16	
3	30	14	73	9	75	0	55	11	83	10	89	4	58	12	49	5	3	16	84	2	42	1	21	13	8	7	38	17	41	19	50	6	91	18	86	8	4	15	93	
13	-1	7	50	9	35	0	96	3	62	8	16	11	65	4	22	5	13	14	49	15	48	6	2	2	49	17	26	1	39	10	59	19	24	18	14	16	78	12	11	
4	69	17	47	2	71	8	27	11	27	19	97	18	16	13	5	12	11	3	72	1	22	10	9	5	51	15	84	14	28	9	58	16	75	6	80	7	66	0	59	
6	101	0	6	12	65	18	58	1	64	14	95	19	51	16	66	10	82	8	51	17	82	11	76	2	9	13	27	7	43	4	102	5	27	15	54	3	18	9	30	
2	90	7	34	13	79	0	5	19	67	4	16	9	44	11	42	16	17	3	42	5	38	6	14	14	25	18	27	12	29	15	88	10	93	1	68	17	75	8	85	
14	32	3	68	6	24	7	77	8	80	12	89	15	4	5	75	16	25	4	8	0	37	17	94	1	34	18	80	2	17	19	40	10	30	11	48	9	101	13	63	
18	13	11	36	2	100	3	30	5	84	4	94	15	10	13	73	19	81	6	94	1	37	14	52	0	65	12	29	8	85	9	15	16	5	7	39	10	24	17	84	
10	39	13	43	16	71	8	66	17	86	11	29	7	60	5	71	14	23	15	11	6	79	3	73	0	18	19	28	18	10	2	75	4	71	12	69	1	72	9	54	
2	42	10	80	19	35	7	9	18	3	4	58	6	74	5	54	0	14	11	40	13	42	1	88	9	29	12	60	8	32	16	12	14	21	3	94	15	90	17	90	
1	63	13	64	11	9	2	91	3	13	18	32	17	6	9	95	16	51	6	83	12	51	15	81	0	84	4	6	7	8	14	38	8	2	5	90	10	11	19	23	
18	47	10	40	12	12	16	73	1	41	11	97	8	89	19	20	9	35	17	10	5	49	2	74	13	46	14	73	7	91	6	65	15	92	0	28	3	8	4	83	
7	12	8	83	14	29	11	27	10	66	13	63	6	43	16	43	19	91	2	86	18	37	3	60	5	66	4	71	1	18	12	25	15	46	0	90	9	88	17	98	
11	18	6	48	17	11	8	97	4	72	12	95	1	14	0	41	19	31	9	61	16	18	18	78	2	3	3	86	10	68	15	30	14	25	7	10	5	90	13	86	
16	98	19	94	4	30	5	6	3	67	18	96	15	71	8	83	13	23	0	88	10	25	14	97	11	35	1	48	12	44	2	86	9	-2	6	57	17	78	7	50	
3	44	4	14	2	50	9	95	7	63	16	61	0	76	5	66	13	67	11	46	8	63	14	82	18	12	10	11	17	16	6	47	12	54	15	25	1	100	19	93	
7	17	2	1	14	12	5	15	6	92	9	61	10	22	15	10	3	11	16	80	18	85	12	63	11	66	17	64	0	95	8	26	4	29	13	5	19	87	1	31	
17	7	11	33	18	55	7	26	12	44	4	91	10	90	3	98	8	83	13	50	2	45	9	16	15	45	19	28	6	46	1	52	16	78	14	67	5	4	0	54	
1	46	4	74	10	9	7	14	0	30	9	58	14	68	5	67	2	36	18	16	6	49	3	99	19	43	16	102	11	55	12	53	15	64	17	43	13	54	8	33	
10	90	14	1	12	37	6	20	18	90	2	90	13	88	8	40	9	54	19	59	11	73	15	63	17	27	7	27	0	1	5	74	16	55	3	44	1	53	4	67	
14	94	13	48	1	33	5	21	17	78	2	31	4	-6	18	92	3	14	12	81	19	77	0	28	10	74	9	74	11	49	8	38	7	95	15	8	16	6	6	1	
5	46	11	31	16	25	12	21	15	54	10	92	0	26	2	18	14	30	4	20	8	62	1	94	18	7	9	11	17	69	7	36	19	23	6	2	3	48	13	58	
19	22	14	85	4	85	8	41	0	70	1	35	15	95	9	64	3	59	12	54	6	18	13	92	17	63	7	34	11	85	16	25	5	98	2	53	18	75	10	93	
