10	10
4	88	8	70	6	95	5	99	1	67	2	90	9	77	7	99	0	87	3	94	
5	71	3	49	6	70	4	76	2	96	8	65	0	92	1	83	7	95	9	62	
9	82	8	60	0	83	1	65	6	64	5	83	7	79	4	85	2	54	3	77	
7	95	2	69	1	61	4	100	3	54	6	77	5	66	0	76	9	63	8	68	
3	70	4	87	9	83	8	93	0	99	2	66	6	94	5	67	7	67	1	85	
1	97	4	82	5	64	6	66	8	80	2	79	7	71	9	61	3	79	0	87	
7	49	1	85	4	96	3	98	0	93	8	97	2	66	5	96	6	51	9	71	
4	98	6	73	3	82	2	52	1	70	5	93	7	86	0	62	8	96	9	78	
0	93	6	70	3	81	7	84	1	66	2	88	4	75	5	59	8	93	9	96	
3	50	0	59	1	83	8	66	7	56	9	96	6	58	4	82	5	58	2	97	
