20	10
6	30	3	16	1	35	8	11	7	70	4	12	9	75	0	80	5	89	2	21	
8	39	4	79	3	87	5	56	9	69	1	45	6	59	0	86	2	37	7	68	
3	85	2	57	7	39	5	74	4	82	0	90	8	38	9	17	6	84	1	6	
4	20	5	3	2	15	8	19	1	30	0	92	6	47	7	17	3	21	9	88	
9	24	6	50	5	17	4	9	3	60	7	1	8	63	1	25	2	18	0	45	
1	86	8	52	2	76	6	49	9	49	0	95	3	30	7	92	5	45	4	73	
5	83	6	90	3	78	9	90	2	57	0	32	7	57	8	86	4	71	1	39	
2	59	3	20	9	31	4	41	7	17	5	79	8	69	0	57	6	94	1	69	
3	45	4	79	6	76	0	62	1	72	2	10	9	30	5	73	7	57	8	84	
0	62	2	85	4	9	7	46	3	8	5	51	6	88	8	20	9	9	1	65	
5	63	6	9	4	77	3	38	2	5	8	10	9	78	1	23	7	11	0	82	
0	74	1	32	2	60	7	53	4	92	9	20	8	7	3	7	6	47	5	23	
2	79	9	50	0	61	5	99	4	37	6	97	1	98	8	65	3	34	7	74	
0	53	3	23	5	10	6	34	7	10	8	23	2	9	4	17	9	35	1	80	
1	71	5	38	8	69	2	31	6	28	3	65	4	68	9	71	7	28	0	93	
1	29	5	43	4	51	7	72	2	29	8	76	9	43	3	88	6	50	0	72	
0	21	2	94	4	25	6	92	8	85	5	35	7	26	1	82	9	82	3	60	
5	68	2	96	1	36	4	86	0	94	3	95	7	85	6	35	9	82	8	45	
2	93	8	48	4	56	6	52	5	7	9	70	1	76	3	53	7	60	0	34	
3	101	7	79	5	75	0	83	2	7	9	89	1	69	4	53	8	78	6	60	
