30	20
2	96	8	24	6	33	0	19	4	43	15	17	16	26	13	65	5	83	12	54	10	83	7	66	14	74	19	24	1	85	3	47	18	88	17	97	9	41	11	77	
0	70	10	46	13	88	3	61	2	24	7	64	1	95	16	34	9	47	17	50	18	62	15	10	11	66	8	52	19	49	5	4	4	94	12	38	14	93	6	86	
0	47	19	60	11	15	9	25	15	24	3	99	13	56	18	36	1	34	5	36	7	74	6	72	10	92	4	29	14	34	8	49	12	21	2	36	16	2	17	30	
7	50	19	84	10	73	11	35	9	86	14	42	6	31	12	62	16	82	13	66	5	39	15	48	4	98	3	99	17	47	8	80	1	32	18	51	2	44	0	41	
0	91	6	30	11	30	1	68	3	25	16	94	19	66	12	48	10	50	7	16	5	89	2	23	15	6	4	2	18	10	14	37	9	74	8	28	13	25	17	85	
17	30	8	79	19	29	16	60	0	60	12	20	13	2	14	66	3	22	2	36	1	80	10	61	7	55	9	84	15	99	4	25	6	68	11	80	18	67	5	50	
18	90	1	7	9	28	11	38	17	36	0	19	2	4	6	46	16	81	10	71	4	59	14	21	19	63	12	77	15	72	7	2	3	63	5	24	8	57	13	99	
14	96	9	78	11	79	8	90	2	63	16	80	4	10	1	-1	19	67	6	96	0	69	7	15	15	39	18	54	12	76	17	32	13	75	3	52	5	98	10	16	
3	31	14	80	9	77	0	60	11	85	10	95	4	59	12	46	5	4	16	85	2	42	1	14	13	6	7	40	17	40	19	48	6	89	18	82	8	4	15	87	
13	3	7	49	9	33	0	94	3	62	8	17	11	65	4	23	5	10	14	44	15	51	6	2	2	54	17	24	1	42	10	59	19	23	18	16	16	76	12	12	
4	68	17	54	2	75	8	28	11	29	19	98	18	15	13	4	12	10	3	71	1	27	10	3	5	51	15	79	14	28	9	58	16	76	6	81	7	63	0	60	
6	98	0	6	12	66	18	53	1	63	14	93	19	53	16	68	10	80	8	51	17	85	11	75	2	12	13	23	7	43	4	98	5	26	15	51	3	22	9	26	
2	90	7	35	13	76	0	7	19	66	4	10	9	38	11	41	16	18	3	41	5	35	6	14	14	30	18	28	12	32	15	95	10	94	1	71	17	76	8	78	
14	31	3	64	6	21	7	72	8	78	12	88	15	4	5	75	16	25	4	11	0	41	17	93	1	32	18	75	2	18	19	35	10	28	11	47	9	100	13	65	
18	10	11	37	2	99	3	28	5	84	4	92	15	12	13	72	19	84	6	90	1	35	14	40	0	63	12	29	8	89	9	16	16	4	7	38	10	22	17	84	
10	41	13	38	16	71	8	65	17	86	11	30	7	59	5	71	14	26	15	10	6	78	3	74	0	16	19	25	18	2	2	75	4	68	12	67	1	69	9	56	
2	43	10	79	19	36	7	13	18	3	4	54	6	79	5	53	0	11	11	48	13	39	1	87	9	25	12	62	8	32	16	13	14	22	3	90	15	90	17	90	
1	64	13	70	11	9	2	92	3	15	18	31	17	6	9	96	16	50	6	87	12	49	15	75	0	84	4	1	7	10	14	39	8	3	5	89	10	14	19	21	
18	45	10	40	12	14	16	69	1	45	11	98	8	92	19	19	9	42	17	2	5	46	2	70	13	46	14	70	7	93	6	70	15	93	0	33	3	9	4	85	
7	13	8	85	14	32	11	30	10	69	13	61	6	44	16	37	19	92	2	87	18	36	3	58	5	66	4	70	1	21	12	22	15	47	0	89	9	89	17	94	
11	19	6	52	17	8	8	94	4	72	12	99	1	18	0	38	19	30	9	61	16	16	18	74	2	2	3	77	10	66	15	28	14	23	7	14	5	92	13	90	
16	96	19	92	4	34	5	10	3	69	18	94	15	65	8	83	13	26	0	87	10	29	14	95	11	30	1	47	12	43	2	83	9	1	6	60	17	80	7	48	
3	40	4	14	2	55	9	98	7	65	16	63	0	74	5	63	13	69	11	50	8	66	14	81	18	8	10	7	17	22	6	39	12	49	15	22	1	91	19	90	
7	14	2	2	14	5	5	22	6	94	9	59	10	15	15	9	3	14	16	81	18	85	12	58	11	71	17	64	0	93	8	26	4	33	13	6	19	86	1	25	
17	10	11	39	18	56	7	25	12	44	4	93	10	94	3	99	8	80	13	47	2	38	9	15	15	46	19	26	6	48	1	52	16	73	14	65	5	4	0	57	
1	48	4	78	10	6	7	13	0	35	9	63	14	71	5	66	2	41	18	13	6	50	3	97	19	41	16	95	11	58	12	60	15	63	17	42	13	56	8	31	
10	88	14	2	12	34	6	19	18	86	2	90	13	84	8	40	9	52	19	66	11	76	15	62	17	27	7	27	0	5	5	72	16	57	3	46	1	57	4	66	
14	98	13	44	1	33	5	20	17	74	2	30	4	4	18	88	3	19	12	85	19	81	0	29	10	72	9	79	11	54	8	37	7	95	15	11	16	11	6	2	
5	48	11	34	16	29	12	26	15	53	10	100	0	26	2	23	14	38	4	16	8	65	1	97	18	6	9	13	17	69	7	32	19	26	6	6	3	47	13	58	
19	22	14	92	4	89	8	41	0	70	1	35	15	95	9	62	3	59	12	52	6	18	13	94	17	60	7	34	11	89	16	22	5	96	2	59	18	81	10	90	
