20	10
6	31	3	16	1	33	8	11	7	71	4	9	9	75	0	82	5	87	2	20	
8	40	4	80	3	91	5	55	9	68	1	44	6	58	0	85	2	36	7	68	
3	85	2	58	7	40	5	74	4	82	0	88	8	38	9	17	6	83	1	3	
4	20	5	7	2	15	8	20	1	30	0	94	6	45	7	16	3	18	9	89	
9	25	6	48	5	16	4	11	3	60	7	4	8	64	1	25	2	14	0	45	
1	86	8	50	2	75	6	54	9	48	0	93	3	31	7	91	5	46	4	73	
5	86	6	90	3	78	9	88	2	57	0	33	7	58	8	86	4	70	1	39	
2	60	3	18	9	31	4	43	7	20	5	83	8	65	0	53	6	93	1	70	
3	47	4	80	6	76	0	60	1	72	2	6	9	30	5	72	7	57	8	82	
0	59	2	89	4	11	7	45	3	8	5	54	6	88	8	20	9	7	1	62	
5	62	6	9	4	78	3	37	2	6	8	14	9	79	1	24	7	12	0	83	
0	73	1	31	2	61	7	53	4	92	9	20	8	10	3	7	6	45	5	26	
2	86	9	50	0	60	5	99	4	35	6	94	1	97	8	65	3	33	7	73	
0	51	3	24	5	8	6	28	7	12	8	23	2	7	4	19	9	37	1	80	
1	70	5	42	8	67	2	32	6	29	3	63	4	65	9	71	7	27	0	93	
1	29	5	39	4	53	7	69	2	34	8	78	9	45	3	89	6	54	0	72	
0	20	2	90	4	25	6	91	8	86	5	32	7	29	1	81	9	80	3	59	
5	67	2	96	1	38	4	85	0	97	3	93	7	86	6	35	9	83	8	45	
2	91	8	50	4	59	6	52	5	8	9	70	1	75	3	55	7	58	0	33	
3	97	7	78	5	78	0	82	2	7	9	88	1	69	4	51	8	80	6	63	
