30	10
0	66	2	84	3	24	7	29	9	96	6	98	8	7	5	98	1	45	4	43	
3	32	0	97	6	56	2	88	8	94	9	88	1	20	4	50	7	16	5	6	
4	48	3	68	8	47	9	66	1	57	6	17	5	78	2	61	7	94	0	62	
1	58	5	40	0	79	6	9	2	47	9	16	3	30	4	28	8	89	7	78	
0	52	4	30	3	48	5	48	1	27	9	16	6	93	8	97	7	49	2	87	
7	95	0	33	1	9	6	16	5	73	3	57	4	34	2	62	8	61	9	39	
7	97	5	97	1	35	8	6	2	79	4	5	3	65	0	5	9	78	6	58	
2	79	4	6	7	20	8	43	6	34	3	22	9	26	5	68	1	14	0	46	
7	56	9	50	2	19	8	92	6	49	3	22	5	85	4	49	0	94	1	26	
9	82	6	73	5	8	1	38	2	17	8	42	0	71	4	84	3	56	7	99	
8	9	0	84	9	6	3	71	6	97	5	85	4	9	2	43	7	80	1	81	
4	72	3	24	0	30	8	56	2	43	1	61	7	82	6	37	5	59	9	43	
9	40	1	13	6	70	7	93	0	96	8	12	4	13	2	78	5	97	3	17	
0	11	6	28	1	71	3	46	8	81	5	31	4	38	9	27	7	92	2	67	
2	12	0	38	5	100	6	4	3	49	7	18	1	13	9	25	4	60	8	35	
1	77	5	48	6	84	0	42	8	85	4	30	9	79	2	57	7	84	3	54	
4	49	7	48	1	14	8	13	0	93	6	50	9	32	5	59	3	11	2	36	
1	25	0	47	7	60	8	34	4	53	5	37	9	73	2	23	3	87	6	79	
0	84	6	83	1	72	5	70	9	88	8	11	3	60	4	50	2	33	7	98	
1	14	0	38	6	88	5	6	4	77	7	92	8	24	2	73	9	53	3	71	
7	62	9	19	6	38	3	15	8	63	2	64	4	8	1	61	0	13	5	33	
2	33	5	46	4	74	0	56	6	84	9	83	8	23	7	8	3	31	1	97	
4	51	3	71	6	54	2	96	9	7	0	20	7	20	8	92	5	53	1	51	
8	32	1	80	3	97	5	38	9	49	4	73	6	76	0	56	2	79	7	51	
5	15	3	5	2	25	0	86	1	95	9	28	6	78	8	24	7	9	4	38	
7	48	2	59	0	20	9	7	5	33	6	97	1	89	4	32	3	21	8	42	
5	87	0	18	9	48	2	40	1	30	6	93	7	47	8	65	3	69	4	25	
6	71	5	22	8	17	1	78	3	39	0	17	7	49	2	44	9	42	4	36	
0	50	9	45	3	73	5	7	1	77	7	58	4	79	2	87	6	70	8	36	
3	32	9	94	2	13	0	75	6	98	8	26	4	49	5	56	1	68	7	97	
