30	20
2	95	8	26	6	31	0	19	4	43	15	16	16	26	13	66	5	81	12	56	10	83	7	66	14	74	19	25	1	84	3	47	18	87	17	97	9	41	11	79	
0	70	10	47	13	90	3	61	2	22	7	63	1	93	16	34	9	48	17	51	18	61	15	10	11	67	8	52	19	49	5	3	4	94	12	38	14	94	6	84	
0	46	19	59	11	15	9	25	15	22	3	99	13	56	18	31	1	30	5	36	7	75	6	72	10	91	4	31	14	34	8	49	12	22	2	36	16	1	17	31	
7	51	19	84	10	73	11	34	9	86	14	42	6	32	12	62	16	82	13	66	5	39	15	48	4	98	3	99	17	48	8	77	1	31	18	52	2	44	0	41	
0	90	6	27	11	29	1	67	3	25	16	94	19	66	12	49	10	46	7	16	5	88	2	23	15	3	4	3	18	10	14	38	9	74	8	27	13	24	17	86	
17	32	8	76	19	29	16	60	0	60	12	21	13	2	14	65	3	22	2	39	1	80	10	61	7	55	9	84	15	99	4	25	6	68	11	81	18	66	5	50	
18	90	1	9	9	28	11	37	17	35	0	19	2	2	6	46	16	84	10	72	4	59	14	24	19	62	12	79	15	71	7	2	3	63	5	24	8	60	13	99	
14	96	9	78	11	80	8	90	2	62	16	80	4	10	1	2	19	67	6	96	0	69	7	13	15	42	18	54	12	76	17	32	13	75	3	53	5	98	10	16	
3	31	14	80	9	76	0	56	11	85	10	95	4	59	12	46	5	3	16	85	2	42	1	14	13	4	7	42	17	40	19	48	6	91	18	82	8	4	15	87	
13	3	7	53	9	35	0	93	3	62	8	17	11	65	4	22	5	10	14	44	15	48	6	4	2	56	17	26	1	42	10	57	19	23	18	15	16	76	12	12	
4	69	17	54	2	75	8	29	11	28	19	98	18	17	13	3	12	10	3	71	1	26	10	2	5	53	15	79	14	30	9	58	16	76	6	81	7	63	0	58	
6	100	0	6	12	68	18	53	1	61	14	93	19	52	16	68	10	81	8	51	17	85	11	74	2	12	13	23	7	43	4	98	5	26	15	52	3	20	9	27	
2	90	7	34	13	76	0	5	19	67	4	10	9	41	11	40	16	18	3	42	5	34	6	13	14	30	18	28	12	32	15	97	10	92	1	71	17	76	8	77	
14	32	3	64	6	21	7	71	8	79	12	88	15	4	5	73	16	28	4	9	0	41	17	93	1	32	18	74	2	17	19	38	10	28	11	47	9	98	13	65	
18	10	11	37	2	98	3	28	5	84	4	93	15	12	13	72	19	85	6	90	1	35	14	40	0	63	12	29	8	89	9	15	16	4	7	38	10	22	17	84	
10	41	13	38	16	71	8	65	17	88	11	30	7	56	5	71	14	24	15	10	6	77	3	73	0	16	19	25	18	7	2	75	4	68	12	69	1	70	9	56	
2	46	10	79	19	36	7	14	18	1	4	57	6	79	5	53	0	11	11	45	13	39	1	87	9	25	12	62	8	32	16	12	14	23	3	93	15	90	17	90	
1	64	13	70	11	9	2	92	3	15	18	32	17	6	9	96	16	51	6	87	12	49	15	75	0	84	4	1	7	10	14	39	8	3	5	89	10	13	19	21	
18	45	10	40	12	15	16	70	1	45	11	98	8	90	19	21	9	40	17	2	5	46	2	70	13	46	14	70	7	93	6	70	15	94	0	33	3	9	4	85	
7	14	8	85	14	33	11	32	10	70	13	60	6	41	16	41	19	93	2	85	18	36	3	59	5	66	4	68	1	21	12	22	15	41	0	88	9	92	17	95	
11	21	6	50	17	10	8	94	4	72	12	99	1	18	0	38	19	29	9	61	16	19	18	74	2	2	3	77	10	67	15	27	14	23	7	13	5	91	13	90	
16	96	19	93	4	34	5	11	3	69	18	94	15	62	8	83	13	26	0	87	10	29	14	95	11	30	1	49	12	42	2	85	9	2	6	62	17	80	7	48	
3	43	4	14	2	54	9	96	7	66	16	63	0	74	5	63	13	67	11	48	8	63	14	80	18	8	10	5	17	22	6	43	12	53	15	21	1	93	19	89	
7	13	2	2	14	8	5	22	6	93	9	59	10	13	15	9	3	10	16	81	18	85	12	62	11	70	17	64	0	92	8	27	4	32	13	6	19	86	1	27	
17	10	11	38	18	56	7	23	12	44	4	93	10	89	3	100	8	81	13	47	2	38	9	15	15	43	19	25	6	48	1	51	16	75	14	65	5	3	0	59	
1	46	4	78	10	10	7	12	0	32	9	63	14	72	5	66	2	38	18	12	6	50	3	98	19	41	16	94	11	58	12	57	15	64	17	42	13	57	8	31	
10	88	14	2	12	34	6	21	18	87	2	90	13	84	8	40	9	51	19	66	11	76	15	65	17	28	7	28	0	5	5	72	16	56	3	46	1	57	4	66	
14	97	13	46	1	33	5	21	17	74	2	30	4	5	18	88	3	19	12	85	19	81	0	30	10	72	9	79	11	53	8	37	7	95	15	12	16	11	6	4	
5	48	11	32	16	25	12	26	15	53	10	97	0	26	2	22	14	37	4	17	8	65	1	96	18	5	9	13	17	71	7	30	19	26	6	6	3	48	13	57	
19	22	14	87	4	89	8	43	0	71	1	35	15	96	9	62	3	58	12	52	6	18	13	96	17	60	7	35	11	88	16	23	5	96	2	59	18	82	10	90	
