30	10
0	66	2	84	3	20	7	29	9	94	6	98	8	3	5	98	1	47	4	43	
3	32	0	102	6	54	2	88	8	93	9	85	1	20	4	48	7	17	5	6	
4	47	3	68	8	47	9	70	1	57	6	20	5	81	2	60	7	95	0	62	
1	57	5	37	0	81	6	7	2	48	9	17	3	34	4	30	8	86	7	77	
0	58	4	26	3	44	5	51	1	26	9	17	6	93	8	96	7	49	2	89	
7	94	0	33	1	5	6	17	5	70	3	66	4	36	2	64	8	62	9	39	
7	95	5	92	1	35	8	1	2	69	4	1	3	67	0	8	9	78	6	56	
2	80	4	8	7	20	8	45	6	33	3	24	9	29	5	68	1	12	0	47	
7	58	9	50	2	19	8	95	6	49	3	27	5	85	4	50	0	93	1	22	
9	78	6	71	5	8	1	37	2	16	8	46	0	71	4	85	3	54	7	99	
8	9	0	86	9	8	3	71	6	105	5	86	4	17	2	43	7	76	1	81	
4	72	3	24	0	30	8	56	2	43	1	60	7	82	6	40	5	63	9	43	
9	43	1	13	6	70	7	93	0	95	8	12	4	15	2	78	5	97	3	14	
0	14	6	26	1	71	3	41	8	74	5	31	4	48	9	28	7	92	2	67	
2	11	0	43	5	94	6	7	3	45	7	25	1	8	9	29	4	60	8	33	
1	77	5	52	6	85	0	48	8	85	4	37	9	76	2	52	7	87	3	60	
4	52	7	54	1	15	8	18	0	95	6	50	9	32	5	59	3	7	2	35	
1	27	0	47	7	60	8	33	4	56	5	37	9	69	2	22	3	86	6	82	
0	84	6	83	1	71	5	72	9	93	8	10	3	60	4	49	2	33	7	97	
1	14	0	38	6	88	5	4	4	77	7	93	8	21	2	73	9	52	3	78	
7	58	9	19	6	38	3	15	8	63	2	64	4	11	1	61	0	18	5	37	
2	33	5	42	4	77	0	56	6	84	9	85	8	19	7	8	3	33	1	97	
4	51	3	72	6	50	2	97	9	8	0	20	7	19	8	96	5	52	1	52	
8	32	1	83	3	102	5	38	9	49	4	76	6	76	0	56	2	76	7	54	
5	14	3	5	2	25	0	86	1	100	9	28	6	78	8	23	7	10	4	42	
7	48	2	63	0	20	9	7	5	31	6	98	1	89	4	28	3	25	8	43	
5	87	0	18	9	48	2	43	1	29	6	97	7	46	8	65	3	69	4	27	
6	71	5	20	8	21	1	78	3	35	0	17	7	53	2	44	9	42	4	38	
0	50	9	42	3	74	5	4	1	76	7	58	4	78	2	97	6	70	8	40	
3	32	9	99	2	10	0	73	6	97	8	24	4	46	5	57	1	71	7	94	
