10	10
4	86	8	64	6	95	5	99	1	72	2	94	9	77	7	97	0	86	3	92	
5	72	3	50	6	69	4	74	2	94	8	66	0	92	1	87	7	94	9	58	
9	83	8	61	0	81	1	65	6	62	5	85	7	79	4	85	2	55	3	82	
7	94	2	69	1	54	4	95	3	58	6	75	5	68	0	76	9	63	8	69	
3	69	4	90	9	82	8	95	0	99	2	67	6	95	5	65	7	67	1	87	
1	98	4	81	5	68	6	73	8	77	2	80	7	72	9	63	3	83	0	89	
7	50	1	81	4	96	3	96	0	96	8	97	2	66	5	99	6	52	9	71	
4	99	6	73	3	82	2	51	1	71	5	94	7	85	0	62	8	96	9	81	
0	96	6	70	3	81	7	81	1	68	2	90	4	76	5	56	8	97	9	97	
3	50	0	59	1	82	8	67	7	56	9	96	6	59	4	83	5	59	2	96	
