30	10
0	65	2	84	3	26	7	29	9	94	6	96	8	7	5	98	1	45	4	43	
3	32	0	97	6	58	2	90	8	93	9	88	1	19	4	51	7	17	5	5	
4	43	3	68	8	47	9	68	1	58	6	20	5	81	2	60	7	93	0	62	
1	57	5	40	0	78	6	9	2	49	9	17	3	32	4	30	8	87	7	77	
0	52	4	30	3	48	5	47	1	25	9	16	6	93	8	95	7	49	2	89	
7	94	0	33	1	5	6	18	5	70	3	57	4	34	2	61	8	63	9	40	
7	96	5	92	1	31	8	5	2	79	4	5	3	67	0	7	9	77	6	60	
2	79	4	5	7	20	8	46	6	34	3	25	9	26	5	68	1	16	0	49	
7	58	9	49	2	19	8	93	6	49	3	25	5	85	4	50	0	93	1	26	
9	81	6	71	5	6	1	37	2	16	8	42	0	71	4	84	3	55	7	99	
8	9	0	85	9	6	3	71	6	97	5	87	4	16	2	42	7	81	1	81	
4	72	3	24	0	30	8	56	2	43	1	61	7	81	6	40	5	59	9	42	
9	43	1	13	6	70	7	92	0	95	8	12	4	15	2	78	5	96	3	14	
0	13	6	25	1	72	3	46	8	79	5	31	4	37	9	27	7	91	2	66	
2	12	0	44	5	96	6	7	3	45	7	20	1	13	9	29	4	60	8	33	
1	77	5	51	6	84	0	42	8	84	4	32	9	76	2	57	7	87	3	59	
4	50	7	50	1	15	8	13	0	93	6	50	9	31	5	58	3	10	2	35	
1	25	0	47	7	60	8	34	4	54	5	37	9	73	2	22	3	87	6	78	
0	84	6	83	1	71	5	68	9	90	8	11	3	60	4	49	2	31	7	97	
1	15	0	36	6	89	5	4	4	77	7	92	8	25	2	74	9	54	3	69	
7	61	9	18	6	39	3	15	8	63	2	63	4	6	1	62	0	19	5	34	
2	33	5	46	4	75	0	56	6	84	9	84	8	20	7	8	3	32	1	97	
4	50	3	71	6	50	2	97	9	9	0	17	7	19	8	92	5	54	1	52	
8	31	1	80	3	96	5	39	9	49	4	77	6	76	0	56	2	77	7	54	
5	13	3	6	2	27	0	87	1	95	9	28	6	77	8	24	7	11	4	39	
7	48	2	58	0	20	9	7	5	32	6	95	1	89	4	31	3	25	8	41	
5	85	0	18	9	49	2	43	1	29	6	97	7	47	8	65	3	68	4	27	
6	72	5	20	8	19	1	78	3	39	0	17	7	50	2	43	9	42	4	38	
0	50	9	42	3	72	5	7	1	77	7	58	4	78	2	89	6	70	8	37	
3	31	9	95	2	12	0	75	6	97	8	24	4	49	5	56	1	68	7	94	
