10	10
4	87	8	68	6	94	5	98	1	66	2	92	9	77	7	99	0	91	3	91	
5	74	3	49	6	69	4	77	2	92	8	66	0	92	1	80	7	94	9	61	
9	81	8	57	0	82	1	65	6	63	5	87	7	79	4	84	2	55	3	77	
7	91	2	66	1	61	4	102	3	56	6	75	5	65	0	76	9	63	8	65	
3	68	4	87	9	83	8	98	0	99	2	71	6	92	5	68	7	66	1	87	
1	102	4	81	5	62	6	66	8	81	2	81	7	65	9	62	3	78	0	86	
7	50	1	88	4	94	3	96	0	97	8	97	2	66	5	98	6	52	9	74	
4	98	6	74	3	82	2	50	1	73	5	90	7	84	0	63	8	97	9	81	
0	96	6	71	3	85	7	85	1	66	2	92	4	76	5	58	8	93	9	98	
3	50	0	57	1	83	8	67	7	56	9	95	6	57	4	84	5	60	2	96	
